IK_INTERN,BEZ_KASSE,IK_AUFN_KASSE,VK_NUMMER,GBO
103089683,GEK/BVG,103080003,03611,2
103489299,BRAUNSCHWEIGER KASSE/BVG,,19613,2
103489302,BUCHDRUCKER-KRANKENK/BVG,101789686,17616,2
103489404,GAERTNER-KRANKENKASS/BVG,103477503,19612,2
103489459,HZK-Krankenkasse Bau/BVG,103489687,19614,2
103489460,KEH Ersatzkasse/BVG,101520078,40617,2
103489482,GEK/BVG,103480007,19611,2
103489687,GEK/BVG,103480007,19611,2
104089297,BRAUNSCHWEIGER KASSE/BVG,,21613,2
104089300,BUCHDRUCKER-KRANKENK/BVG,101789686,17616,2
104089402,GAERTNER-KRANKENKASS/BVG,104077501,21612,2
104089457,HZK-Krankenkasse Bau/BVG,104089685,28614,2
104089468,KEH Ersatzkasse/BVG,101520078,40617,2
104089480,GEK/BVG,104080005,27611,2
104089685,GEK/BVG,104080005,27611,2
104978011,AEK Br?hler Krank./BVG,104089685,37618,2
105089290,BRAUNSCHWEIGER KASSE/BVG,,89613,2
105089303,Buchdrucker Ost/BVG,100189688,99616,2
105089405,GAERTNER-KRANKENKASS/BVG,105077504,89612,2
105089450,HZK-Krankenkasse f?r/BVG,105089688,89614,2
105089461,KEH Ersatzkasse / Os/BVG,102192471,99617,2
105089483,GEK/BVG,105080008,89611,2
105089688,GEK/BVG,105080008,89611,2
105189291,BRAUNSCHWEIGER KASSE/BVG,,40613,2
105189304,BUCHDRUCKER-KRANKENK/BVG,101789686,17616,2
105189406,GAERTNER-KRANKENKASS/BVG,105177505,40612,2
105189451,HZK-Krankenkasse Bau/BVG,105189689,40614,2
105189462,KEH Ersatzkasse/BVG,101520078,40617,2
105189689,GEK/BVG,105180009,40611,2
105379202,Krankenkasse Eintracht,105189462,74617,2
106289294,BRAUNSCHWEIGER KASSE/BVG,,48613,2
106289307,BUCHDRUCKER-KRANKENK/BVG,101789686,17616,2
106289409,GAERTNER-KRANKENKASS/BVG,106277508,48612,2
106289454,HZK Rheinland-Pfalz/BVG,106289682,48614,2
106289465,KEH Ersatzkasse/BVG,101520078,40617,2
106289487,GEK Rheinland-Pfalz/BVG,106280002,48611,2
106289682,GEK Rheinland-Pfalz/BVG,106280002,48611,2
106389295,BRAUNSCHWEIGER KASSE/BVG,,47613,2
106389308,BUCHDRUCKER-KRANKENK/BVG,101789686,17616,2
106389400,GAERTNER-KRANKENKASS/BVG,106377509,47612,2
106389455,HZK-Krankenkasse Bau/BVG,106289454,47614,2
106389466,KEH Ersatzkasse/BVG,101520078,40617,2
106389488,GEK/BVG,106289682,47611,2
106389683,GEK/BVG,106289682,47611,2
106489296,BRAUNSCHWEIGER KASSE/BVG,,49613,2
106489309,BUCHDRUCKER-KRANKENK/BVG,101789686,17616,2
106489401,GAERTNER-KRANKENKASS/BVG,106477500,49612,2
106489456,HZK-Krankenkasse Bau/BVG,106289454,49614,2
106489467,KEH Ersatzkasse/BVG,101520078,40617,2
106489489,GEK/BVG,106289682,49611,2
106489684,GEK/BVG,106289682,49611,2
106589297,BRAUNSCHWEIGER KASSE/BVG,,50613,2
106589300,BUCHDRUCKER-KRANKENK/BVG,101789686,17616,2
106589402,GAERTNER-KRANKENKASS/BVG,106577501,50612,2
106589457,HZK-Krankenkasse Bau/BVG,106289454,50614,2
106589468,KEH Ersatzkasse/BVG,101520078,40617,2
106589480,GEK/BVG,106289682,50611,2
106589685,GEK/BVG,106289682,50611,2
106789299,BRAUNSCHWEIGER KASSE/BVG,,55613,2
106789302,BUCHDRUCKER-KRANKENK/BVG,101789686,17616,2
106789404,GAERTNER-KRANKENKASS/BVG,106777503,55612,2
106789459,HZK-KK f. Bau u. Hol/BVG,106789687,55614,2
106789460,KEH Ersatzkasse/BVG,101520078,40617,2
106789482,Gm?nder ErsatzKasse/BVG,106780007,55611,2
106789687,Gm?nder ErsatzKasse/BVG,106780007,55611,2
107289296,BRAUNSCHWEIGER KASSE/BVG,,96613,2
107289309,Buchdrucker Ost/BVG,100189688,99616,2
107289401,GAERTNER-KRANKENKASS/BVG,107277500,95612,2
107289456,HZK-Krankenkasse Bau/BVG,107289684,94614,2
107289467,KEH Ersatzkasse / Os/BVG,102192471,99617,2
107289489,GEK/BVG,107280004,96611,2
107289684,GEK/BVG,107280004,96611,2
105189462,KEH Ersatzkasse/BEG,101520078,40617,2
105189689,GEK/BEG,105180009,40611,2
105379202,Krankenkasse Eintracht,105189462,74617,2
106289294,BRAUNSCHWEIGER KASSE/BEG,,48613,2
106289307,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
106289409,GAERTNER-KRANKENKASS/BEG,106277508,48612,2
106289454,HZK Rheinland-Pfalz/BEG,106289682,48614,2
106289465,KEH Ersatzkasse/BEG,101520078,40617,2
106289487,GEK Rheinland-Pfalz/BEG,106280002,48611,2
106289682,GEK Rheinland-Pfalz/BEG,106280002,48611,2
106389295,BRAUNSCHWEIGER KASSE/BEG,,47613,2
106389308,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
106389400,GAERTNER-KRANKENKASS/BEG,106377509,47612,2
106389455,HZK-Krankenkasse Bau/BEG,106289454,47614,2
106389466,KEH Ersatzkasse/BEG,101520078,40617,2
106389488,GEK/BEG,106289682,47611,2
106389683,GEK/BEG,106289682,47611,2
106489309,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
106489401,GAERTNER-KRANKENKASSE,106477500,49612,2
106489456,HZK-Krankenkasse Bau u.,106289454,49614,2
106489467,KEH Ersatzkasse/BEG,101520078,40617,2
106489489,GEK,106289682,49611,2
106489684,GEK,106289682,49611,2
106589297,BRAUNSCHWEIGER KASSE/BEG,,50613,2
106589300,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
106589402,GAERTNER-KRANKENKASS/BEG,106577501,50612,2
106589457,HZK-Krankenkasse Bau/BEG,106289454,50614,2
106589468,KEH Ersatzkasse/BEG,101520078,40617,2
106289409,GAERTNER-KRANKENKASSE/GG,106277508,48612,2
106289454,HZK Rheinland-Pfalz/GG,106289682,48614,2
106289465,KEH Ersatzkasse,101520078,40617,2
106289487,GEK Rheinland-Pfalz/GG,106280002,48611,2
106289682,GEK Rheinland-Pfalz/GG,106280002,48611,2
106389295,BRAUNSCHWEIGER KASSE/GG,,47613,2
106389400,GAERTNER-KRANKENKASSE/GG,106377509,47612,2
106389455,HZK-Krankenkasse Bau /GG,106289454,47614,2
106389466,KEH Ersatzkasse,101520078,40617,2
106389488,GEK/GG,106289682,47611,2
106389683,GEK/GG,106289682,47611,2
106489401,GAERTNER-KRANKENKASSE,106477500,49612,2
106489456,HZK-Krankenkasse Bau u.,106289454,49614,2
106489467,KEH Ersatzkasse,101520078,40617,2
106489489,GEK,106289682,49611,2
106489684,GEK,106289682,49611,2
106589297,BRAUNSCHWEIGER KASSE/GG,,50613,2
106589402,GAERTNER-KRANKENKASSE/GG,106577501,50612,2
106589457,HZK-Krankenkasse Bau /GG,106289454,50614,2
106589468,KEH Ersatzkasse,101520078,40617,2
106589480,GEK/GG,106289682,50611,2
106589685,GEK/GG,106289682,50611,2
106789299,BRAUNSCHWEIGER KASSE/GG,,55613,2
106789404,GAERTNER-KRANKENKASSE/GG,106777503,55612,2
106789459,HZK-KK f. Bau u. Holz/GG,106789687,55614,2
106789460,KEH Ersatzkasse,101520078,40617,2
106789482,Gm?nder ErsatzKasse/GG,106780007,55611,2
106789687,Gm?nder ErsatzKasse/GG,106780007,55611,2
107289296,BRAUNSCHWEIGER KASSE/GG,,96613,2
107289401,GAERTNER-KRANKENKASSE/GG,107277500,95612,2
107289456,HZK-Krankenkasse Bau /GG,107289684,94614,2
107289467,KEH Ersatzkasse / Ost,102192471,99617,2
107289489,GEK/GG,107280004,96611,2
107289684,GEK/GG,107280004,96611,2
107389297,BRAUNSCHWEIGER KASSE/GG,,60613,2
107389402,GAERTNER-KRANKENKASSE/GG,107377501,60612,2
107389457,HZK-Krankenkasse Bau /GG,106789459,60614,2
107389468,KEH Ersatzkasse,101520078,40617,2
107389480,GEK/GG,106789687,60611,2
107389685,GEK/GG,106789687,60611,2
107889292,BRAUNSCHWEIGER KASSE/GG,,62613,2
107889407,GAERTNER-KRANKENKASSE/GG,107877506,62612,2
107889452,HZK-Krankenkasse Bau /GG,106789459,62614,2
107889463,KEH Ersatzkasse,101520078,40617,2
107889485,GEK/GG,106789687,62611,2
107889680,GEK/GG,106789687,62611,2
108089401,GAERTNER-KRANKENKASSE,108077500,61612,2
108089456,HZK-Krankenkasse Bau u.,106789459,61614,2
108089467,KEH Ersatzkasse,101520078,40617,2
108089489,GEK,106789687,61611,2
108089684,GEK,106789687,61611,2
108389299,BRAUNSCHWEIGER KASSE/GG,,71613,2
108389404,GAERTNER-KRANKENKASSE/GG,108377503,71612,2
108389459,HZK-Krankenkasse Bau /GG,108389687,71614,2
108389460,KEH Ersatzkasse,101520078,40617,2
108389482,GEK/GG,108380007,71611,2
108389687,GEK/GG,108380007,71611,2
109389291,BRAUNSCHWEIGER KASSE/GG,,73613,2
109389406,GAERTNER-KRANKENKASSE/GG,109377505,73612,2
109389451,HZK-Krankenkasse Bau /GG,109389689,73614,2
106589480,GEK/BEG,106289682,50611,2
106589685,GEK/BEG,106289682,50611,2
106789299,BRAUNSCHWEIGER KASSE/BEG,,55613,2
106789302,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
106789404,GAERTNER-KRANKENKASS/BEG,106777503,55612,2
106789459,HZK-KK f. Bau u. Hol/BEG,106789687,55614,2
106789460,KEH Ersatzkasse/BEG,101520078,40617,2
106789482,Gm?nder ErsatzKasse/BEG,106780007,55611,2
106789687,Gm?nder ErsatzKasse/BEG,106780007,55611,2
107289296,BRAUNSCHWEIGER KASSE/BEG,,96613,2
107289309,Buchdrucker Ost/BEG,,99616,2
107289401,GAERTNER-KRANKENKASS/BEG,107277500,95612,2
107289456,HZK-Krankenkasse Bau/BEG,107289684,94614,2
107289467,KEH Ersatzkasse / Os/BEG,102192471,99617,2
107289489,GEK/BEG,107280004,96611,2
107289684,GEK/BEG,107280004,96611,2
107389297,BRAUNSCHWEIGER KASSE/BEG,,60613,2
107389300,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
107389402,GAERTNER-KRANKENKASS/BEG,107377501,60612,2
107389457,HZK-Krankenkasse Bau/BEG,106789459,60614,2
107389468,KEH Ersatzkasse/BEG,101520078,40617,2
107389480,GEK/BEG,106789687,60611,2
107389685,GEK/BEG,106789687,60611,2
107889292,BRAUNSCHWEIGER KASSE/BEG,,62613,2
107889305,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
107889407,GAERTNER-KRANKENKASS/BEG,107877506,62612,2
107889452,HZK-Krankenkasse Bau/BEG,106789459,62614,2
107889463,KEH Ersatzkasse/BEG,101520078,40617,2
107889485,GEK/BEG,106789687,62611,2
107889680,GEK/BEG,106789687,62611,2
108079808,GEK/BEG,105180009,40611,2
108089296,BRAUNSCHWEIGER KASSE/BEG,,61613,2
108089309,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
108089401,GAERTNER-KRANKENKASS/BEG,108077500,61612,2
108089456,HZK-Krankenkasse Bau/BEG,106789459,61614,2
108089467,KEH Ersatzkasse/BEG,101520078,40617,2
108089489,GEK/BEG,106789687,61611,2
108089684,GEK/BEG,106789687,61611,2
108389299,BRAUNSCHWEIGER KASSE/BEG,,71613,2
108389302,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
108389404,GAERTNER-KRANKENKASS/BEG,108377503,71612,2
108389459,HZK-Krankenkasse Bau/BEG,108389687,71614,2
108389460,KEH Ersatzkasse/BEG,101520078,40617,2
108389482,GEK/BEG,108380007,71611,2
108389687,GEK/BEG,108380007,71611,2
109389291,BRAUNSCHWEIGER KASSE/BEG,,73613,2
109389304,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
109389406,GAERTNER-KRANKENKASS/BEG,109377505,73612,2
109389451,HZK-Krankenkasse Bau/BEG,109389689,73614,2
109389462,KEH Ersatzkasse/BEG,101520078,40617,2
109389484,GEK/BEG,109380009,73611,2
109389689,GEK/BEG,109380009,73611,2
109589306,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
109589464,KEH Ersatzkasse/BEG,101520078,40617,2
109789308,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
109789466,KEH Ersatzkasse/BEG,101520078,40617,2
100189461,KEH Ersatzkasse / Ost,102192471,99617,2
100589294,BRAUNSCHWEIGER KASSE/GG,,79613,2
100589409,GAERTNER-KRANKENKASSE/GG,100577508,79612,2
100589454,HZK-Krankenkasse Bau /GG,100589682,79614,2
100589465,KEH Ersatzkasse / Ost,102192471,99617,2
100589487,GEK/GG,100580002,79611,2
100589682,GEK/GG,100580002,79611,2
100989469,KEH Ersatzkasse / Ost,102192471,99617,2
101389465,KEH Ersatzkasse,101520078,40617,2
101589296,BRAUNSCHWEIGER KASSE/GG,,02613,2
101589401,GAERTNER-KRANKENKASSE/GG,101575519,02612,2
101589456,HZK-Krankenkasse Bau /GG,101589684,02614,2
101589467,KEH Ersatzkasse,101520078,40617,2
101589489,GEK/GG,101580004,02611,2
101589684,GEK/GG,101580004,02611,2
101789469,KEH Ersatzkasse,101520078,40617,2
103089466,KEH Ersatzkasse,101520078,40617,2
103489299,BRAUNSCHWEIGER KASSE/GG,,19613,2
103489404,GAERTNER-KRANKENKASSE/GG,103477503,19612,2
103489459,HZK-Krankenkasse Bau /GG,103489687,19614,2
103489460,KEH Ersatzkasse,101520078,40617,2
103489482,GEK/GG,103480007,19611,2
103489687,GEK/GG,103480007,19611,2
104089297,BRAUNSCHWEIGER KASSE/GG,,21613,2
104089402,GAERTNER-KRANKENKASSE/GG,104077501,21612,2
104089457,HZK-Krankenkasse Bau /GG,104089685,28614,2
104089468,KEH Ersatzkasse,101520078,40617,2
104089480,GEK/GG,104080005,27611,2
104089685,GEK/GG,104080005,27611,2
104978011,AEK Br?hler Krank./GG,104089685,37618,2
105089461,KEH Ersatzkasse / Ost,102192471,99617,2
105189462,KEH Ersatzkasse,101520078,40617,2
105379202,Krankenkasse Eintracht,105189462,74617,2
106289294,BRAUNSCHWEIGER KASSE/GG,,48613,2
100989301,Buchdrucker Ost/BEG,,99616,2
100989403,GAERTNER-KRANKENKASS/BEG,100977502,88612,2
100989458,HZK-Krankenkasse Bau/BEG,100989686,88614,2
100989469,KEH Ersatzkasse / Os/BEG,102192471,99617,2
100989481,GEK/BEG,100980006,88611,2
100989686,GEK/BEG,100980006,88611,2
101389307,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
101389465,KEH Ersatzkasse/BEG,101520078,40617,2
101578000,BRAUNSCHWEIGER KASSE/BEG,,40613,2
101578603,GAERTNER-KRANKENKASS/BEG,105177505,40612,2
101579001,HZK-Krankenkasse Bau/BEG,105189689,40614,2
101579216,GEK/BEG,105180009,40611,2
101589296,BRAUNSCHWEIGER KASSE/BEG,,02613,2
101589309,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
101589401,GAERTNER-KRANKENKASS/BEG,101575519,02612,2
101589456,HZK-Krankenkasse Bau/BEG,101589684,02614,2
101589467,KEH Ersatzkasse/BEG,101520078,40617,2
101589489,GEK/BEG,101580004,02611,2
101589684,GEK/BEG,101580004,02611,2
101789298,BRAUNSCHWEIGER KASSE/BEG,,17613,2
101789301,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
101789403,GAERTNER-KRANKENKASS/BEG,101777502,17612,2
101789458,HZK-Krankenkasse Bau/BEG,101789686,17614,2
101789469,KEH Ersatzkasse/BEG,101520078,40617,2
101789481,GEK/BEG,101780006,17611,2
101789686,GEK/BEG,101780006,17611,2
102178509,Buchdrucker-Krankenkasse,101789301,74616,2
103089295,BRAUNSCHWEIGER KASSE/BEG,,03613,2
103089308,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
103089400,GAERTNER-KRANKENKASS/BEG,103077509,03612,2
103089455,HZK-Krankenkasse Bau/BEG,103089683,03614,2
103089466,KEH Ersatzkasse/BEG,101520078,40617,2
103089488,GEK/BEG,103080003,03611,2
103089683,GEK/BEG,103080003,03611,2
103489299,BRAUNSCHWEIGER KASSE/BEG,,19613,2
103489302,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
103489404,GAERTNER-KRANKENKASS/BEG,103477503,19612,2
103489459,HZK-Krankenkasse Bau/BEG,103489687,19614,2
103489460,KEH Ersatzkasse/BEG,101520078,40617,2
103489482,GEK/BEG,103480007,19611,2
103489687,GEK/BEG,103480007,19611,2
104089297,BRAUNSCHWEIGER KASSE/BEG,,21613,2
104089300,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
104089402,GAERTNER-KRANKENKASS/BEG,104077501,21612,2
104089457,HZK-Krankenkasse Bau/BEG,104089685,28614,2
104089468,KEH Ersatzkasse/BEG,101520078,40617,2
104089480,GEK/BEG,104080005,27611,2
104089685,GEK/BEG,104080005,27611,2
104978011,AEK Br?hler Krank./BEG,104089685,37618,2
105089290,BRAUNSCHWEIGER KASSE/BEG,,89613,2
105089303,Buchdrucker Ost/BEG,,99616,2
105089405,GAERTNER-KRANKENKASS/BEG,105077504,89612,2
105089450,HZK-Krankenkasse f?r/BEG,105089688,89614,2
105089461,KEH Ersatzkasse / Os/BEG,102192471,99617,2
105089483,GEK/BEG,105080008,89611,2
105089688,GEK/BEG,105080008,89611,2
105189291,BRAUNSCHWEIGER KASSE/BEG,,40613,2
105189304,BUCHDRUCKER-KRANKENK/BEG,101789686,17616,2
105189406,GAERTNER-KRANKENKASS/BEG,105177505,40612,2
105189451,HZK-Krankenkasse Bau/BEG,105189689,40614,2
101589684,GEK/BVFG,101580004,02611,2
101789403,GAERTNER-KRANKENKASSE,101777502,17612,2
101789469,KEH Ersatzkasse,101520078,40617,2
103089308,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
103089400,GAERTNER-KRANKENKASSE,103077509,03612,2
103089466,KEH Ersatzkasse,101520078,40617,2
103489299,BRAUNSCHWEIGER KASS/BVFG,,19613,2
103489302,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
103489404,GAERTNER-KRANKENKAS/BVFG,103477503,19612,2
103489459,HZK-Krankenkasse Ba/BVFG,103489687,19614,2
103489460,KEH Ersatzkasse,101520078,40617,2
103489482,GEK/BVFG,103480007,19611,2
103489687,GEK/BVFG,103480007,19611,2
104089297,BRAUNSCHWEIGER KASS/BVFG,,21613,2
104089300,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
104089402,GAERTNER-KRANKENKAS/BVFG,104077501,21612,2
104089457,HZK-Krankenkasse Ba/BVFG,104089685,28614,2
104089468,KEH Ersatzkasse,101520078,40617,2
104089480,GEK/BVFG,104080005,27611,2
104089685,GEK/BVFG,104080005,27611,2
104978011,AEK Br?hler Krank./BVFG,104089685,37618,2
105089461,KEH Ersatzkasse / Ost,102192471,99617,2
105189304,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
105189462,KEH Ersatzkasse,101520078,40617,2
105379202,Krankenkasse Eintracht,105189462,74617,2
106289294,BRAUNSCHWEIGER KASS/BVFG,,48613,2
106289307,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
106289409,GAERTNER-KRANKENKAS/BVFG,106277508,48612,2
106289454,HZK Rheinland-Pfalz/BVFG,106289682,48614,2
106289465,KEH Ersatzkasse,101520078,40617,2
106289487,GEK Rheinland-Pfalz/BVFG,106280002,48611,2
106289682,GEK Rheinland-Pfalz/BVFG,106280002,48611,2
106389295,BRAUNSCHWEIGER KASS/BVFG,,47613,2
106389308,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
106389400,GAERTNER-KRANKENKAS/BVFG,106377509,47612,2
106389455,HZK-Krankenkasse Ba/BVFG,106289454,47614,2
106389466,KEH Ersatzkasse,101520078,40617,2
106389488,GEK/BVFG,106289682,47611,2
106389683,GEK/BVFG,106289682,47611,2
106489309,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
106489401,GAERTNER-KRANKENKASSE,106477500,49612,2
106489456,HZK-Krankenkasse Bau u.,106289454,49614,2
106489467,KEH Ersatzkasse,101520078,40617,2
106489489,GEK,106289682,49611,2
106489684,GEK,106289682,49611,2
106589300,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
106589402,GAERTNER-KRANKENKASSE,106577501,50612,2
106589457,HZK-Krankenkasse Bau u.,106289454,50614,2
106589468,KEH Ersatzkasse,101520078,40617,2
106589480,GEK,106289682,50611,2
106589685,GEK,106289682,50611,2
106789299,BRAUNSCHWEIGER KASS/BVFG,,55613,2
106789302,BUCHDRUCKER-KRANKENKASSE,101789686,17616,2
106789404,GAERTNER-KRANKENKAS/BVFG,106777503,55612,2
106789459,HZK-KK f. Bau u. Ho/BVFG,106789687,55614,2
106789460,KEH Ersatzkasse,101520078,40617,2
106789482,Gm?nder ErsatzKasse/BVFG,106780007,55611,2
106789687,Gm?nder ErsatzKasse/BVFG,106780007,55611,2
107289467,KEH Ersatzkasse / Ost,102192471,99617,2
109389462,KEH Ersatzkasse,101520078,40617,2
109389484,GEK/GG,109380009,73611,2
109389689,GEK/GG,109380009,73611,2
109589464,KEH Ersatzkasse,101520078,40617,2
109789466,KEH Ersatzkasse,101520078,40617,2
100189461,KEH Ersatzkasse / Ost,102192471,99617,2
100589465,KEH Ersatzkasse / Ost,102192471,99617,2
100989298,BRAUNSCHWEIGER KASSE/RHS,,88613,2
100989403,GAERTNER-KRANKENKASS/RHS,100977502,88612,2
100989458,HZK-Krankenkasse Bau/RHS,100989686,88614,2
100989469,KEH Ersatzkasse / Ost,102192471,99617,2
100989481,GEK/RHS,100980006,88611,2
100989686,GEK/RHS,100980006,88611,2
101389465,KEH Ersatzkasse,101520078,40617,2
101589296,BRAUNSCHWEIGER KASSE/RHS,,02613,2
101589401,GAERTNER-KRANKENKASS/RHS,101575519,02612,2
101589456,HZK-Krankenkasse Bau/RHS,101589684,02614,2
101589467,KEH Ersatzkasse,101520078,40617,2
101589489,GEK/RHS,101580004,02611,2
101589684,GEK/RHS,101580004,02611,2
101789469,KEH Ersatzkasse,101520078,40617,2
103089466,KEH Ersatzkasse,101520078,40617,2
103489299,BRAUNSCHWEIGER KASSE/RHS,,19613,2
103489404,GAERTNER-KRANKENKASS/RHS,103477503,19612,2
103489459,HZK-Krankenkasse Bau/RHS,103489687,19614,2
103489460,KEH Ersatzkasse,101520078,40617,2
103489482,GEK/RHS,103480007,19611,2
103489687,GEK/RHS,103480007,19611,2
104089297,BRAUNSCHWEIGER KASSE/RHS,,21613,2
104089402,GAERTNER-KRANKENKASS/RHS,104077501,21612,2
104089457,HZK-Krankenkasse Bau/RHS,104089685,28614,2
104089468,KEH Ersatzkasse,101520078,40617,2
104089480,GEK/RHS,104080005,27611,2
104089685,GEK/RHS,104080005,27611,2
104978011,AEK Br?hler Krank./RHS,104089685,37618,2
105089461,KEH Ersatzkasse / Ost,102192471,99617,2
105189462,KEH Ersatzkasse,101520078,40617,2
105379202,Krankenkasse Eintracht,105189462,74617,2
106289294,BRAUNSCHWEIGER KASSE/RHS,,48613,2
106289409,GAERTNER-KRANKENKASS/RHS,106277508,48612,2
106289454,HZK Rheinland-Pfalz/RHS,106289682,48614,2
106289465,KEH Ersatzkasse,101520078,40617,2
106289487,GEK Rheinland-Pfalz/RHS,106280002,48611,2
106289682,GEK Rheinland-Pfalz/RHS,106280002,48611,2
106389295,BRAUNSCHWEIGER KASSE/RHS,,47613,2
106389400,GAERTNER-KRANKENKASS/RHS,106377509,47612,2
106389455,HZK-Krankenkasse Bau/RHS,106289454,47614,2
106389466,KEH Ersatzkasse,101520078,40617,2
106389488,GEK/RHS,106289682,47611,2
106389683,GEK/RHS,106289682,47611,2
106489296,BRAUNSCHWEIGER KASSE/RHS,,49613,2
106489401,GAERTNER-KRANKENKASS/RHS,106477500,49612,2
106489456,HZK-Krankenkasse Bau/RHS,106289454,49614,2
106489467,KEH Ersatzkasse,101520078,40617,2
106489489,GEK/RHS,106289682,49611,2
106489684,GEK/RHS,106289682,49611,2
106589402,GAERTNER-KRANKENKASSE,106577501,50612,2
106589457,HZK-Krankenkasse Bau u.,106289454,50614,2
106589468,KEH Ersatzkasse,101520078,40617,2
106589480,GEK,106289682,50611,2
106589685,GEK,106289682,50611,2
106789299,BRAUNSCHWEIGER KASSE/RHS,,55613,2
106789404,GAERTNER-KRANKENKASS/RHS,106777503,55612,2
106789459,HZK-KK f. Bau u. Hol/RHS,106789687,55614,2
106789460,KEH Ersatzkasse,101520078,40617,2
106789482,Gm?nder ErsatzKasse/RHS,106780007,55611,2
106789687,Gm?nder ErsatzKasse/RHS,106780007,55611,2
107289467,KEH Ersatzkasse / Ost,102192471,99617,2
107389297,BRAUNSCHWEIGER KASSE/RHS,,60613,2
107389402,GAERTNER-KRANKENKASS/RHS,107377501,60612,2
107389457,HZK-Krankenkasse Bau/RHS,106789459,60614,2
107389468,KEH Ersatzkasse,101520078,40617,2
107389480,GEK/RHS,106789687,60611,2
107389685,GEK/RHS,106789687,60611,2
107889292,BRAUNSCHWEIGER KASSE/RHS,,62613,2
107889407,GAERTNER-KRANKENKASS/RHS,107877506,62612,2
107889452,HZK-Krankenkasse Bau/RHS,106789459,62614,2
107889463,KEH Ersatzkasse,101520078,40617,2
107889485,GEK/RHS,106789687,62611,2
107889680,GEK/RHS,106789687,62611,2
108089401,GAERTNER-KRANKENKASSE,108077500,61612,2
108089456,HZK-Krankenkasse Bau u.,106789459,61614,2
108089467,KEH Ersatzkasse,101520078,40617,2
108089489,GEK,106789687,61611,2
108089684,GEK,106789687,61611,2
108389299,BRAUNSCHWEIGER KASSE/RHS,,71613,2
108389404,GAERTNER-KRANKENKASS/RHS,108377503,71612,2
108389459,HZK-Krankenkasse Bau/RHS,108389687,71614,2
108389460,KEH Ersatzkasse,101520078,40617,2
108389482,GEK/RHS,108380007,71611,2
108389687,GEK/RHS,108380007,71611,2
109389291,BRAUNSCHWEIGER KASSE/RHS,,73613,2
109389406,GAERTNER-KRANKENKASS/RHS,109377505,73612,2
109389451,HZK-Krankenkasse Bau/RHS,109389689,73614,2
109389462,KEH Ersatzkasse,101520078,40617,2
109389484,GEK/RHS,109380009,73611,2
109389689,GEK/RHS,109380009,73611,2
109589464,KEH Ersatzkasse,101520078,40617,2
109789466,KEH Ersatzkasse,101520078,40617,2
100189461,KEH Ersatzkasse / Ost,102192471,99617,2
100589465,KEH Ersatzkasse / Ost,102192471,99617,2
100989469,KEH Ersatzkasse / Ost,102192471,99617,2
101389465,KEH Ersatzkasse,101520078,40617,2
101589467,KEH Ersatzkasse,101520078,40617,2
101789469,KEH Ersatzkasse,101520078,40617,2
103089466,KEH Ersatzkasse,101520078,40617,2
103489460,KEH Ersatzkasse,101520078,40617,2
104089468,KEH Ersatzkasse,101520078,40617,2
105089461,KEH Ersatzkasse / Ost,102192471,99617,2
105189462,KEH Ersatzkasse,101520078,40617,2
105379202,Krankenkasse Eintracht,105189462,74617,2
106289465,KEH Ersatzkasse,101520078,40617,2
106389466,KEH Ersatzkasse,101520078,40617,2
106489467,KEH Ersatzkasse,101520078,40617,2
106589468,KEH Ersatzkasse,101520078,40617,2
106789460,KEH Ersatzkasse,101520078,40617,2
107289467,KEH Ersatzkasse / Ost,102192471,99617,2
107389468,KEH Ersatzkasse,101520078,40617,2
107889463,KEH Ersatzkasse,101520078,40617,2
